date;hour;temp;load
2005-10-16;12;56;14093
2005-10-16;13;57;14181
2005-10-16;14;58;14046
2005-10-16;15;58;13922
2005-10-16;16;58;13909
2005-10-16;17;57;14224
2005-10-16;18;56;14857
2005-10-16;19;55;15960
2005-10-16;20;54;15965
2005-10-16;21;53;15388
2005-10-16;22;53;14269
2005-10-16;23;53;12918
2005-10-16;24;53;11678
2005-10-17;1;53;10794
2005-10-17;2;52;10329
2005-10-17;3;52;10109
2005-10-17;4;51;10088
2005-10-17;5;51;10372
2005-10-17;6;51;11522
2005-10-17;7;50;13884
2005-10-17;8;50;15276
2005-10-17;9;50;15476
2005-10-17;10;52;15454
2005-10-17;11;53;15768
2005-10-17;12;54;15954
2005-10-17;13;56;16198
2005-10-17;14;57;16164
2005-10-17;15;59;16035
2005-10-17;16;59;15895
2005-10-17;17;59;15987
2005-10-17;18;58;16318
2005-10-17;19;55;17393
2005-10-17;20;53;17430
2005-10-17;21;52;16678
2005-10-17;22;51;15438
2005-10-17;23;49;13781
2005-10-17;24;49;12221
2005-10-18;1;46;11189
2005-10-18;2;47;10666
2005-10-18;3;46;10433
2005-10-18;4;46;10357
2005-10-18;5;46;10622
2005-10-18;6;46;11742
2005-10-18;7;46;14046
2005-10-18;8;47;15721
2005-10-18;9;47;16023
2005-10-18;10;49;16266
2005-10-18;11;51;16863
2005-10-18;12;54;16878
2005-10-18;13;57;16867
2005-10-18;14;61;15413
2005-10-18;15;62;15980
2005-10-18;16;62;16086
2005-10-18;17;62;16172
2005-10-18;18;62;16523
2005-10-18;19;59;17498
2005-10-18;20;58;17467
2005-10-18;21;56;16654
2005-10-18;22;55;15443
2005-10-18;23;54;13703
2005-10-18;24;54;12085
2005-10-19;1;53;11096
2005-10-19;2;53;10588
2005-10-19;3;52;10351
2005-10-19;4;51;10277
2005-10-19;5;50;10491
2005-10-19;6;50;11638
2005-10-19;7;50;13916
2005-10-19;8;49;15330
2005-10-19;9;50;15647
2005-10-19;10;53;15914
2005-10-19;11;55;16119
2005-10-19;12;57;16175
2005-10-19;13;59;16135
2005-10-19;14;60;16161
2005-10-19;15;61;16016
2005-10-19;16;62;15878
2005-10-19;17;63;16000
2005-10-19;18;61;16424
2005-10-19;19;60;17417
2005-10-19;20;59;17358
2005-10-19;21;58;16675
2005-10-19;22;57;15431
2005-10-19;23;57;13769
2005-10-19;24;57;12183
2005-10-20;1;56;11144
2005-10-20;2;54;10575
2005-10-20;3;52;10308
2005-10-20;4;50;10239
2005-10-20;5;49;10504
2005-10-20;6;47;11611
2005-10-20;7;45;13914
2005-10-20;8;44;15295
2005-10-20;9;45;15679
2005-10-20;10;46;15860
2005-10-20;11;48;16020
2005-10-20;12;49;16019
2005-10-20;13;51;15880
2005-10-20;14;53;15877
2005-10-20;15;54;15685
2005-10-20;16;54;15535
2005-10-20;17;54;15629
2005-10-20;18;54;16007
2005-10-20;19;50;17180
2005-10-20;20;48;17250
2005-10-20;21;45;16581
2005-10-20;22;44;15379
2005-10-20;23;44;13754
2005-10-20;24;43;12288
2005-10-21;1;42;11289
2005-10-21;2;43;10760
2005-10-21;3;42;10522
2005-10-21;4;42;10440
2005-10-21;5;41;10703
2005-10-21;6;39;11782
2005-10-21;7;39;14125
2005-10-21;8;38;15553
2005-10-21;9;39;15858
2005-10-21;10;44;16021
2005-10-21;11;47;16114
2005-10-21;12;50;16089
2005-10-21;13;52;15921
2005-10-21;14;54;15805
2005-10-21;15;55;15529
2005-10-21;16;55;15290
2005-10-21;17;55;15257
2005-10-21;18;54;15536
2005-10-21;19;50;16554
2005-10-21;20;48;16400
2005-10-21;21;46;15817
2005-10-21;22;44;14952
2005-10-21;23;42;13719
2005-10-21;24;42;12303
2005-10-22;1;40;11347
2005-10-22;2;39;10782
2005-10-22;3;38;10483
2005-10-22;4;38;10355
2005-10-22;5;38;10446
2005-10-22;6;38;10883
2005-10-22;7;38;11801
2005-10-22;8;38;12848
2005-10-22;9;38;14056
2005-10-22;10;41;14893
2005-10-22;11;43;15210
2005-10-22;12;44;15250
2005-10-22;13;45;15094
2005-10-22;14;46;14898
2005-10-22;15;46;14703
2005-10-22;16;46;14709
2005-10-22;17;46;14989
2005-10-22;18;46;15633
2005-10-22;19;45;16095
2005-10-22;20;45;15766
2005-10-22;21;46;15208
2005-10-22;22;45;14351
2005-10-22;23;45;13238
2005-10-22;24;45;12154
2005-10-23;1;45;11200
2005-10-23;2;44;10546
2005-10-23;3;44;10246
2005-10-23;4;44;10068
2005-10-23;5;44;10074
2005-10-23;6;45;10292
2005-10-23;7;44;10809
2005-10-23;8;44;11630
2005-10-23;9;44;12735
2005-10-23;10;44;13700
2005-10-23;11;45;14249
2005-10-23;12;46;14584
2005-10-23;13;47;14637
2005-10-23;14;47;14477
2005-10-23;15;48;14312
2005-10-23;16;48;14317
2005-10-23;17;47;14649
2005-10-23;18;47;15405
2005-10-23;19;45;16275
2005-10-23;20;45;16094
2005-10-23;21;44;15503
2005-10-23;22;43;14356
2005-10-23;23;43;13008
2005-10-23;24;43;11765
2005-10-24;1;43;10920
2005-10-24;2;43;10488
2005-10-24;3;43;10355
2005-10-24;4;42;10338
2005-10-24;5;41;10648
2005-10-24;6;41;11828
2005-10-24;7;41;14271
2005-10-24;8;41;15795
2005-10-24;9;42;16164
2005-10-24;10;44;16371
2005-10-24;11;44;16555
2005-10-24;12;47;16550
2005-10-24;13;47;16474
2005-10-24;14;47;16459
2005-10-24;15;47;16348
2005-10-24;16;47;16385
2005-10-24;17;47;16703
2005-10-24;18;47;17527
2005-10-24;19;46;18200
2005-10-24;20;46;17875
2005-10-24;21;46;17056
2005-10-24;22;46;15743
2005-10-24;23;46;14101
2005-10-24;24;46;12532
2005-10-25;1;46;11560
2005-10-25;2;47;11045
2005-10-25;3;47;10814
2005-10-25;4;47;10739
2005-10-25;5;47;10998
2005-10-25;6;47;12086
2005-10-25;7;47;14411
2005-10-25;8;48;16186
2005-10-25;9;47;16652
2005-10-25;10;47;16929
2005-10-25;11;47;17125
2005-10-25;12;46;17150
2005-10-25;13;46;17078
2005-10-25;14;44;17088
2005-10-25;15;43;16900
2005-10-25;16;43;16927
2005-10-25;17;42;17301
2005-10-25;18;40;18083
2005-10-25;19;40;18508
2005-10-25;20;40;18088
2005-10-25;21;39;17245
2005-10-25;22;38;15990
2005-10-25;23;38;14379
2005-10-25;24;39;12832
2005-10-26;1;38;11772
2005-10-26;2;38;11262
2005-10-26;3;38;11008
2005-10-26;4;37;10954
2005-10-26;5;37;11210
2005-10-26;6;37;12345
2005-10-26;7;37;14681
2005-10-26;8;37;16220
2005-10-26;9;38;16538
2005-10-26;10;39;16595
2005-10-26;11;41;16643
2005-10-26;12;43;16607
2005-10-26;13;44;16401
2005-10-26;14;46;16326
2005-10-26;15;46;16161
2005-10-26;16;47;16059
2005-10-26;17;47;16232
2005-10-26;18;46;16846
2005-10-26;19;44;18013
2005-10-26;20;43;17849
2005-10-26;21;42;17208
2005-10-26;22;41;15986
2005-10-26;23;40;14290
2005-10-26;24;40;12806
2005-10-27;1;40;11835
2005-10-27;2;38;11314
2005-10-27;3;39;11070
2005-10-27;4;37;11045
2005-10-27;5;36;11328
2005-10-27;6;37;12486
2005-10-27;7;36;14899
2005-10-27;8;36;16311
2005-10-27;9;37;16485
2005-10-27;10;40;16526
2005-10-27;11;44;16559
2005-10-27;12;46;16465
2005-10-27;13;46;16321
2005-10-27;14;46;16264
2005-10-27;15;46;16172
2005-10-27;16;45;16174
2005-10-27;17;45;16470
2005-10-27;18;44;17187
2005-10-27;19;43;18000
2005-10-27;20;42;17804
2005-10-27;21;41;17057
2005-10-27;22;41;15894
2005-10-27;23;40;14292
2005-10-27;24;40;12793
2005-10-28;1;39;11767
2005-10-28;2;38;11254
2005-10-28;3;38;11000
2005-10-28;4;38;10952
2005-10-28;5;36;11219
2005-10-28;6;35;12448
2005-10-28;7;35;14816
2005-10-28;8;35;16368
2005-10-28;9;36;16680
2005-10-28;10;37;16778
2005-10-28;11;40;16829
2005-10-28;12;41;16677
2005-10-28;13;43;16421
2005-10-28;14;43;16325
2005-10-28;15;43;16050
2005-10-28;16;43;15913
2005-10-28;17;43;16071
2005-10-28;18;42;16641
2005-10-28;19;42;17360
2005-10-28;20;41;16951
2005-10-28;21;39;16332
2005-10-28;22;39;15478
2005-10-28;23;38;14195
2005-10-28;24;37;12846
2005-10-29;1;37;11877
2005-10-29;2;36;11320
2005-10-29;3;36;11047
2005-10-29;4;36;10926
2005-10-29;5;35;10994
2005-10-29;6;35;11426
2005-10-29;7;35;12300
2005-10-29;8;35;13372
2005-10-29;9;36;14547
2005-10-29;10;38;15336
2005-10-29;11;40;15580
2005-10-29;12;40;15541
2005-10-29;13;41;15301
2005-10-29;14;41;15036
2005-10-29;15;42;14815
2005-10-29;16;41;14770
2005-10-29;17;40;15128
2005-10-29;18;40;15877
2005-10-29;19;40;16468
2005-10-29;20;40;16087
2005-10-29;21;40;15483
2005-10-29;22;40;14696
2005-10-29;23;39;13693
2005-10-29;24;39;12608
2005-10-30;1;39;11724
2005-10-30;2;39;10973
2005-10-30;3;38;10635
2005-10-30;4;37;10605
2005-10-30;5;37;10739
2005-10-30;6;37;11132
2005-10-30;7;38;11736
2005-10-30;8;38;12669
2005-10-30;9;44;13593
2005-10-30;10;49;13968
2005-10-30;11;53;14061
2005-10-30;12;58;14012
2005-10-30;13;61;13849
2005-10-30;14;63;13632
2005-10-30;15;64;13475
2005-10-30;16;65;13589
2005-10-30;17;63;14490
2005-10-30;18;59;16145
2005-10-30;19;56;16140
2005-10-30;20;55;15668
2005-10-30;21;52;14971
2005-10-30;22;50;13756
2005-10-30;23;49;12503
2005-10-30;24;48;11472
2005-10-31;1;46;10724
2005-10-31;2;46;10362
2005-10-31;3;46;10256
2005-10-31;4;45;10304
2005-10-31;5;45;10687
2005-10-31;6;44;12023
2005-10-31;7;42;14242
2005-10-31;8;43;15449
2005-10-31;9;47;15814
2005-10-31;10;52;15935
2005-10-31;11;57;16044
2005-10-31;12;61;16072
2005-10-31;13;65;15979
2005-10-31;14;66;15972
2005-10-31;15;67;15828
2005-10-31;16;67;15828
2005-10-31;17;65;16468
2005-10-31;18;60;17427
2005-10-31;19;58;16852
2005-10-31;20;56;16295
2005-10-31;21;54;15795
2005-10-31;22;55;14709
2005-10-31;23;55;13094
2005-10-31;24;51;11815
2005-11-01;1;50;10960
2005-11-01;2;49;10598
2005-11-01;3;48;10410
2005-11-01;4;46;10421
2005-11-01;5;46;10744
2005-11-01;6;45;12027
2005-11-01;7;43;14085
2005-11-01;8;44;15372
2005-11-01;9;51;15705
2005-11-01;10;56;15899
2005-11-01;11;61;16122
2005-11-01;12;64;16199
2005-11-01;13;66;16104
2005-11-01;14;67;16010
2005-11-01;15;67;15883
2005-11-01;16;65;15812
2005-11-01;17;63;16620
2005-11-01;18;60;18022
2005-11-01;19;59;17920
2005-11-01;20;57;17329
2005-11-01;21;56;16439
2005-11-01;22;55;15103
2005-11-01;23;55;13456
2005-11-01;24;54;12004
2005-11-02;1;54;11082
2005-11-02;2;53;10609
2005-11-02;3;51;10370
2005-11-02;4;51;10314
2005-11-02;5;48;10627
2005-11-02;6;47;11849
2005-11-02;7;46;14022
2005-11-02;8;46;15333
2005-11-02;9;48;15651
2005-11-02;10;51;15859
2005-11-02;11;52;16083
2005-11-02;12;53;16110
2005-11-02;13;55;15962
2005-11-02;14;55;15913
2005-11-02;15;55;15743
2005-11-02;16;54;15734
2005-11-02;17;53;16497
2005-11-02;18;50;17912
2005-11-02;19;48;17896
2005-11-02;20;47;17406
2005-11-02;21;45;16578
2005-11-02;22;44;15291
2005-11-02;23;43;13624
2005-11-02;24;42;12209
2005-11-03;1;40;11356
2005-11-03;2;39;10904
2005-11-03;3;37;10720
2005-11-03;4;37;10762
2005-11-03;5;36;11256
2005-11-03;6;36;12494
2005-11-03;7;36;14653
2005-11-03;8;38;15935
2005-11-03;9;41;16116
2005-11-03;10;47;16117
2005-11-03;11;52;16239
2005-11-03;12;56;16261
2005-11-03;13;59;15969
2005-11-03;14;61;16048
2005-11-03;15;62;15772
2005-11-03;16;63;15709
2005-11-03;17;62;16463
2005-11-03;18;60;17849
2005-11-03;19;60;17772
2005-11-03;20;59;17254
2005-11-03;21;59;16438
2005-11-03;22;58;15147
2005-11-03;23;57;13482
2005-11-03;24;56;11999
2005-11-04;1;54;11069
2005-11-04;2;53;10614
2005-11-04;3;51;10383
2005-11-04;4;49;10309
2005-11-04;5;48;10630
2005-11-04;6;45;11865
2005-11-04;7;45;13955
2005-11-04;8;46;15204
2005-11-04;9;51;15627
2005-11-04;10;55;15830
2005-11-04;11;56;15960
2005-11-04;12;58;15940
2005-11-04;13;60;15822
2005-11-04;14;61;15782
2005-11-04;15;61;15594
2005-11-04;16;61;15471
2005-11-04;17;59;16143
2005-11-04;18;57;17194
2005-11-04;19;55;16898
2005-11-04;20;54;16255
2005-11-04;21;51;15515
2005-11-04;22;50;14549
2005-11-04;23;50;13198
2005-11-04;24;49;11882
2005-11-05;1;49;10908
2005-11-05;2;48;10364
2005-11-05;3;48;10065
2005-11-05;4;47;9962
2005-11-05;5;47;10057
2005-11-05;6;46;10497
2005-11-05;7;47;11305
2005-11-05;8;47;12417
2005-11-05;9;50;13520
2005-11-05;10;53;14156
2005-11-05;11;56;14348
2005-11-05;12;60;14273
2005-11-05;13;63;14032
2005-11-05;14;66;13785
2005-11-05;15;64;13573
2005-11-05;16;63;13579
2005-11-05;17;61;14446
2005-11-05;18;59;15788
2005-11-05;19;57;15481
2005-11-05;20;56;14942
2005-11-05;21;55;14326
2005-11-05;22;54;13547
2005-11-05;23;53;12516
2005-11-05;24;51;11407
2005-11-06;1;51;10565
2005-11-06;2;50;10035
2005-11-06;3;51;9735
2005-11-06;4;50;9658
2005-11-06;5;49;9669
2005-11-06;6;49;9913
2005-11-06;7;49;10417
2005-11-06;8;50;11314
2005-11-06;9;50;12491
2005-11-06;10;50;13354
2005-11-06;11;51;13840
2005-11-06;12;52;14154
2005-11-06;13;53;14217
2005-11-06;14;54;14108
2005-11-06;15;55;13986
2005-11-06;16;54;14134
2005-11-06;17;54;15136
2005-11-06;18;53;16410
2005-11-06;19;52;16236
2005-11-06;20;54;15701
2005-11-06;21;56;14931
2005-11-06;22;56;13793
2005-11-06;23;58;12437
2005-11-06;24;57;11283
2005-11-07;1;57;10474
2005-11-07;2;56;10064
2005-11-07;3;55;9902
2005-11-07;4;54;9891
2005-11-07;5;53;10208
2005-11-07;6;51;11535
2005-11-07;7;50;13784
2005-11-07;8;51;15228
2005-11-07;9;52;15480
2005-11-07;10;53;15704
2005-11-07;11;54;15903
2005-11-07;12;56;15938
2005-11-07;13;57;15785
2005-11-07;14;58;15803
2005-11-07;15;58;15712
2005-11-07;16;58;15808
2005-11-07;17;56;16661
2005-11-07;18;54;18148
2005-11-07;19;52;17982
2005-11-07;20;49;17377
2005-11-07;21;48;16541
2005-11-07;22;47;15325
2005-11-07;23;45;13616
2005-11-07;24;45;12121
2005-11-08;1;45;11198
2005-11-08;2;46;10651
2005-11-08;3;46;10424
2005-11-08;4;47;10399
2005-11-08;5;47;10734
2005-11-08;6;47;11933
2005-11-08;7;47;14036
2005-11-08;8;47;15239
2005-11-08;9;49;15542
2005-11-08;10;52;15752
2005-11-08;11;54;15940
2005-11-08;12;56;15961
2005-11-08;13;57;15826
2005-11-08;14;57;15784
2005-11-08;15;56;15593
2005-11-08;16;57;15578
2005-11-08;17;55;16498
2005-11-08;18;53;17881
2005-11-08;19;51;17768
2005-11-08;20;50;17257
2005-11-08;21;49;16441
2005-11-08;22;47;15194
2005-11-08;23;46;13502
2005-11-08;24;44;12091
2005-11-09;1;43;11175
2005-11-09;2;41;10733
2005-11-09;3;40;10558
2005-11-09;4;40;10573
2005-11-09;5;37;10979
2005-11-09;6;36;12310
2005-11-09;7;34;14510
2005-11-09;8;34;15741
2005-11-09;9;37;16007
2005-11-09;10;40;16116
2005-11-09;11;42;16211
2005-11-09;12;43;16264
2005-11-09;13;44;16166
2005-11-09;14;45;16207
2005-11-09;15;46;16274
2005-11-09;16;45;16661
2005-11-09;17;44;17775
2005-11-09;18;43;18559
2005-11-09;19;44;18279
2005-11-09;20;45;17696
2005-11-09;21;46;16834
2005-11-09;22;47;15587
2005-11-09;23;50;13887
2005-11-09;24;51;12376
2005-11-10;1;53;11357
2005-11-10;2;53;10872
2005-11-10;3;54;10595
2005-11-10;4;53;10527
2005-11-10;5;52;10785
2005-11-10;6;49;11929
2005-11-10;7;48;14126
2005-11-10;8;48;15506
2005-11-10;9;47;15995
2005-11-10;10;48;16164
2005-11-10;11;48;16292
2005-11-10;12;49;16233
2005-11-10;13;49;16085
2005-11-10;14;49;16016
2005-11-10;15;49;15770
2005-11-10;16;48;15883
2005-11-10;17;45;16889
2005-11-10;18;42;18067
2005-11-10;19;41;17922
2005-11-10;20;40;17419
2005-11-10;21;38;16656
2005-11-10;22;38;15639
2005-11-10;23;37;14162
2005-11-10;24;36;12778
2005-11-11;1;35;11827
2005-11-11;2;34;11372
2005-11-11;3;33;11153
2005-11-11;4;33;11142
2005-11-11;5;32;11425
2005-11-11;6;32;12380
2005-11-11;7;31;13896
2005-11-11;8;32;15080
2005-11-11;9;34;15820
2005-11-11;10;36;16218
2005-11-11;11;38;16277
2005-11-11;12;39;16202
2005-11-11;13;39;15939
2005-11-11;14;41;15783
2005-11-11;15;41;15572
2005-11-11;16;41;15582
2005-11-11;17;40;16519
2005-11-11;18;38;17769
2005-11-11;19;36;17514
2005-11-11;20;35;16977
2005-11-11;21;34;16303
2005-11-11;22;33;15466
2005-11-11;23;33;14264
2005-11-11;24;33;13081
2005-11-12;1;31;12164
2005-11-12;2;30;11683
2005-11-12;3;30;11447
2005-11-12;4;29;11388
2005-11-12;5;28;11499
2005-11-12;6;28;11972
2005-11-12;7;27;12753
2005-11-12;8;28;13699
2005-11-12;9;31;14629
2005-11-12;10;36;15088
2005-11-12;11;41;15125
2005-11-12;12;44;14795
2005-11-12;13;47;14373
2005-11-12;14;49;14014
2005-11-12;15;50;13785
2005-11-12;16;51;13847
2005-11-12;17;49;14941
2005-11-12;18;46;16337
2005-11-12;19;45;16160
2005-11-12;20;43;15614
2005-11-12;21;41;15086
2005-11-12;22;41;14390
2005-11-12;23;41;13357
2005-11-12;24;41;12261
2005-11-13;1;40;11402
2005-11-13;2;39;10926
2005-11-13;3;38;10689
2005-11-13;4;38;10564
2005-11-13;5;38;10624
2005-11-13;6;38;10910
2005-11-13;7;38;11353
2005-11-13;8;39;12065
2005-11-13;9;43;12977
2005-11-13;10;47;13537
2005-11-13;11;52;13734
2005-11-13;12;57;13809
2005-11-13;13;59;13720
2005-11-13;14;60;13572
2005-11-13;15;60;13418
2005-11-13;16;59;13560
2005-11-13;17;57;14878
2005-11-13;18;55;16383
2005-11-13;19;54;16210
2005-11-13;20;53;15732
2005-11-13;21;53;15013
2005-11-13;22;52;13893
2005-11-13;23;51;12567
2005-11-13;24;53;11417
2005-11-14;1;53;10661
2005-11-14;2;54;10220
2005-11-14;3;54;10051
2005-11-14;4;54;10060
2005-11-14;5;53;10427
2005-11-14;6;52;11648
2005-11-14;7;51;13786
2005-11-14;8;52;15110
2005-11-14;9;54;15580
2005-11-14;10;58;15825
2005-11-14;11;60;16043
2005-11-14;12;62;16050
2005-11-14;13;62;15890
2005-11-14;14;62;15832
2005-11-14;15;61;15583
2005-11-14;16;59;15561
2005-11-14;17;57;16608
2005-11-14;18;53;18003
2005-11-14;19;51;17783
2005-11-14;20;48;17231
2005-11-14;21;46;16397
2005-11-14;22;45;15200
2005-11-14;23;44;13526
2005-11-14;24;41;12178
2005-11-15;1;40;11238
2005-11-15;2;39;10796
2005-11-15;3;39;10582
2005-11-15;4;39;10567
2005-11-15;5;39;10909
2005-11-15;6;40;12185
2005-11-15;7;41;14472
2005-11-15;8;42;15919
2005-11-15;9;42;16324
2005-11-15;10;43;16547
2005-11-15;11;43;16641
2005-11-15;12;44;16805
2005-11-15;13;44;16726
2005-11-15;14;44;16675
2005-11-15;15;45;16558
2005-11-15;16;45;16775
2005-11-15;17;45;17757
2005-11-15;18;45;18562
2005-11-15;19;46;18266
2005-11-15;20;46;17644
2005-11-15;21;46;16791
2005-11-15;22;46;15541
2005-11-15;23;46;13908
2005-11-15;24;46;12316
2005-11-16;1;47;11338
2005-11-16;2;46;10862
2005-11-16;3;47;10627
2005-11-16;4;46;10568
2005-11-16;5;46;10844
2005-11-16;6;46;12051
2005-11-16;7;46;14295
2005-11-16;8;47;15656
2005-11-16;9;50;16060
2005-11-16;10;54;16269
2005-11-16;11;56;16449
2005-11-16;12;61;16510
2005-11-16;13;62;16417
2005-11-16;14;62;16466
2005-11-16;15;62;16320
2005-11-16;16;62;16417
2005-11-16;17;63;17415
2005-11-16;18;62;18368
2005-11-16;19;62;18048
2005-11-16;20;56;17473
2005-11-16;21;53;16609
2005-11-16;22;50;15291
2005-11-16;23;48;13646
2005-11-16;24;48;12150
2005-11-17;1;47;11221
2005-11-17;2;46;10700
2005-11-17;3;45;10483
2005-11-17;4;44;10435
2005-11-17;5;44;10759
2005-11-17;6;43;11964
2005-11-17;7;40;14269
2005-11-17;8;40;15569
2005-11-17;9;41;15895
2005-11-17;10;42;16065
2005-11-17;11;43;16180
2005-11-17;12;44;16120
2005-11-17;13;45;15927
2005-11-17;14;45;15879
2005-11-17;15;45;15804
2005-11-17;16;43;15949
2005-11-17;17;41;17067
2005-11-17;18;39;18459
2005-11-17;19;38;18427
2005-11-17;20;36;17958
2005-11-17;21;35;17318
2005-11-17;22;34;16199
2005-11-17;23;34;14606
2005-11-17;24;32;13114
2005-11-18;1;32;12193
2005-11-18;2;32;11734
2005-11-18;3;32;11507
2005-11-18;4;32;11501
2005-11-18;5;32;11838
2005-11-18;6;31;13071
2005-11-18;7;31;15296
2005-11-18;8;30;16584
2005-11-18;9;31;16842
2005-11-18;10;33;16842
2005-11-18;11;35;16883
2005-11-18;12;35;16761
2005-11-18;13;36;16459
2005-11-18;14;37;16355
2005-11-18;15;37;16144
2005-11-18;16;37;16219
2005-11-18;17;35;17387
2005-11-18;18;33;18517
2005-11-18;19;32;18254
2005-11-18;20;30;17678
2005-11-18;21;30;17011
2005-11-18;22;31;16085
2005-11-18;23;30;14860
2005-11-18;24;29;13511
2005-11-19;1;29;12561
2005-11-19;2;28;12073
2005-11-19;3;27;11849
2005-11-19;4;26;11762
2005-11-19;5;25;11899
2005-11-19;6;24;12437
2005-11-19;7;25;13273
2005-11-19;8;25;14284
2005-11-19;9;27;15299
2005-11-19;10;31;15712
2005-11-19;11;35;15710
2005-11-19;12;37;15464
2005-11-19;13;40;15065
2005-11-19;14;41;14706
2005-11-19;15;42;14461
2005-11-19;16;42;14571
2005-11-19;17;41;15947
2005-11-19;18;39;17139
2005-11-19;19;38;16859
2005-11-19;20;35;16350
2005-11-19;21;35;15817
2005-11-19;22;33;15092
2005-11-19;23;33;13980
2005-11-19;24;32;12864
2005-11-20;1;32;12019
2005-11-20;2;32;11462
2005-11-20;3;33;11188
2005-11-20;4;33;11094
2005-11-20;5;34;11136
2005-11-20;6;32;11459
2005-11-20;7;32;11975
2005-11-20;8;32;12698
2005-11-20;9;35;13627
2005-11-20;10;39;14143
2005-11-20;11;44;14281
2005-11-20;12;48;14245
2005-11-20;13;51;14133
2005-11-20;14;53;13942
2005-11-20;15;55;13771
2005-11-20;16;55;13957
2005-11-20;17;53;15356
2005-11-20;18;50;16808
2005-11-20;19;48;16710
2005-11-20;20;47;16295
2005-11-20;21;46;15646
2005-11-20;22;45;14537
2005-11-20;23;44;13209
2005-11-20;24;43;12031
2005-11-21;1;42;11246
2005-11-21;2;41;10857
2005-11-21;3;41;10721
2005-11-21;4;40;10765
2005-11-21;5;39;11136
2005-11-21;6;38;12477
2005-11-21;7;37;14767
2005-11-21;8;37;16042
2005-11-21;9;39;16329
2005-11-21;10;44;16379
2005-11-21;11;49;16360
2005-11-21;12;53;16283
2005-11-21;13;54;16109
2005-11-21;14;55;16031
2005-11-21;15;55;15926
2005-11-21;16;54;16090
2005-11-21;17;52;17462
2005-11-21;18;50;18506
2005-11-21;19;49;18267
2005-11-21;20;49;17742
2005-11-21;21;48;16878
2005-11-21;22;48;15660
2005-11-21;23;47;13949
2005-11-21;24;47;12347
2005-11-22;1;47;11392
2005-11-22;2;47;10923
2005-11-22;3;46;10652
2005-11-22;4;46;10624
2005-11-22;5;45;10984
2005-11-22;6;45;12211
2005-11-22;7;45;14531
2005-11-22;8;45;16159
2005-11-22;9;44;16704
2005-11-22;10;44;17021
2005-11-22;11;44;17306
2005-11-22;12;44;17359
2005-11-22;13;44;17298
2005-11-22;14;43;17316
2005-11-22;15;42;17192
2005-11-22;16;41;17448
2005-11-22;17;41;18322
2005-11-22;18;39;18934
2005-11-22;19;39;18808
2005-11-22;20;38;18297
2005-11-22;21;37;17567
2005-11-22;22;36;16483
2005-11-22;23;35;14920
2005-11-22;24;34;13340
2005-11-23;1;33;12393
2005-11-23;2;33;11870
2005-11-23;3;32;11596
2005-11-23;4;31;11586
2005-11-23;5;30;11930
2005-11-23;6;30;13152
2005-11-23;7;29;15305
2005-11-23;8;28;16724
2005-11-23;9;28;17293
2005-11-23;10;28;17545
2005-11-23;11;29;17722
2005-11-23;12;29;17718
2005-11-23;13;30;17494
2005-11-23;14;30;17393
2005-11-23;15;30;17205
2005-11-23;16;29;17200
2005-11-23;17;28;18266
2005-11-23;18;27;19330
2005-11-23;19;26;19111
2005-11-23;20;26;18592
2005-11-23;21;24;17937
2005-11-23;22;24;16902
2005-11-23;23;24;15521
2005-11-23;24;23;13933
2005-11-24;1;23;12694
2005-11-24;2;23;12073
2005-11-24;3;23;11750
2005-11-24;4;24;11620
2005-11-24;5;24;11724
2005-11-24;6;25;12182
2005-11-24;7;26;12944
2005-11-24;8;28;13950
2005-11-24;9;29;15305
2005-11-24;10;30;16301
2005-11-24;11;31;16686
2005-11-24;12;33;16595
2005-11-24;13;35;15965
2005-11-24;14;36;14853
2005-11-24;15;37;13940
2005-11-24;16;38;13585
2005-11-24;17;38;14193
2005-11-24;18;37;14733
2005-11-24;19;38;14704
2005-11-24;20;37;14692
2005-11-24;21;35;14585
2005-11-24;22;31;14189
2005-11-24;23;30;13474
2005-11-24;24;27;12593
2005-11-25;1;24;11940
2005-11-25;2;23;11638
2005-11-25;3;21;11563
2005-11-25;4;20;11657
2005-11-25;5;19;11978
2005-11-25;6;19;12697
2005-11-25;7;19;13771
2005-11-25;8;19;14586
2005-11-25;9;20;15452
2005-11-25;10;22;15985
2005-11-25;11;24;16158
2005-11-25;12;26;16111
2005-11-25;13;29;15881
2005-11-25;14;30;15592
2005-11-25;15;31;15417
2005-11-25;16;31;15575
2005-11-25;17;30;16903
2005-11-25;18;29;18045
2005-11-25;19;28;17804
2005-11-25;20;27;17316
2005-11-25;21;26;16746
2005-11-25;22;24;15987
2005-11-25;23;24;14925
2005-11-25;24;22;13702
2005-11-26;1;22;12821
2005-11-26;2;21;12332
2005-11-26;3;21;12113
2005-11-26;4;20;12053
2005-11-26;5;19;12163
2005-11-26;6;19;12570
2005-11-26;7;21;13292
2005-11-26;8;22;14152
2005-11-26;9;23;15250
2005-11-26;10;25;15935
2005-11-26;11;28;16097
2005-11-26;12;30;16072
2005-11-26;13;31;15874
2005-11-26;14;31;15692
2005-11-26;15;31;15605
2005-11-26;16;31;15806
2005-11-26;17;32;16878
2005-11-26;18;31;17664
2005-11-26;19;31;17373
2005-11-26;20;31;16874
2005-11-26;21;31;16300
2005-11-26;22;31;15518
2005-11-26;23;32;14394
2005-11-26;24;32;13246
2005-11-27;1;31;12284
2005-11-27;2;31;11709
